"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","age","expression","gender","expressionOne","expressionTwo","otherAttr","expressionDivOne","expressionDivTwo"
"1747",1770,"3626pb2997","Minifigure, Head Dual Sided Black Eyebrows Raised and Eyes with White Pupils, Open Mouth / Worried Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2997","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2997&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2997#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2997&ColorID=88","#843419","no tag"," Open Mouth / Worried Pattern","no tag","Worried","none","none","Scared","NA"
"1748",1771,"3626pb3150","Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Chin Dimple, Orange Goggles, Grin / Frown Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3150","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3150&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3150#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3150&ColorID=241","#d9c594","no tag"," Grin / Frown Pattern","no tag","Grin","Frown","Goggles","Happy","Angry"
"1749",1772,"3626pb3090","Minifigure, Head Dual Sided Black Eyebrows, Curly Moustache, Van Dyke Beard, Bright Pink Cheeks, Neutral / Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3090","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3090&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3090#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3090&ColorID=3","#f3d000","no tag"," Neutral / Smile with Teeth Pattern","male-coded","Neutral","Smile","none","Neutral","Happy"
"1750",1773,"3626pb3040","Minifigure, Head Dual Sided Black Eyebrows, Dark Bluish Gray Beard, Neutral / Sneer with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3040","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3040&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3040#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3040&ColorID=28","#f8ae79","no tag"," Neutral / Sneer with Teeth Pattern","male-coded","Neutral","Sneer","none","Neutral","Angry"
"1751",1774,"3626pb3059","Minifigure, Head Dual Sided Black Eyebrows, Dark Brown Beard, Crow's Feet, Neutral / Fierce Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3059","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3059&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3059#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3059&ColorID=90","#faccae","old"," Neutral / Fierce Pattern","male-coded","Neutral","Fierce","none","Neutral","Angry"
"1752",1775,"3626pb3195","Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Cheek Lines and Chin Dimple, Scowl / Smirk with Raised Eyebrow Left Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3195","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3195&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3195#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3195&ColorID=150","#dd9f55","no tag"," Scowl / Smirk with Raised Eyebrow Left Pattern","no tag","Scowl","Smirk","none","Angry","Evil"
"1753",1776,"3626pb3194","Minifigure, Head Dual Sided Black Eyebrows, Dark Turquoise and White 'V' Facepaint, Open Smile / Singing with Closed Eyes Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3194","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3194&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3194#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3194&ColorID=3","#f3d000","no tag"," Open Smile / Singing with Closed Eyes Pattern","no tag","Smile","none","Facepaint","Happy","NA"
"1754",1777,"3626pb3025","Minifigure, Head Dual Sided Black Eyebrows, Gap in Teeth, Stubble, Lopsided Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3025","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3025&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3025#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3025&ColorID=28","#f8ae79","no tag"," Lopsided Smile / Scared Pattern","male-coded","Smile","Scared","none","Happy","Scared"
"1755",1778,"3626pb2971","Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Asleep with Glasses Crooked Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2971","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2971&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2971#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2971&ColorID=3","#f3d000","no tag"," Glasses with Raised Eyebrows / Asleep with Glasses Crooked Pattern","no tag","Asleep","Crooked","Glasses","others","Angry"
"1756",1779,"3626pb3153","Minifigure, Head Dual Sided Black Eyebrows, Glasses, and Full Beard, Smile with Teeth / Pucker Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3153","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3153&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3153#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3153&ColorID=240","#a16c42","no tag"," Smile with Teeth / Pucker Pattern","male-coded","Smile","none","Glasses","Happy","NA"
"1757",1780,"3626pb3159","Minifigure, Head Dual Sided Black Eyebrows, Glasses, and Stubble, Neutral / Scared with Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3159","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3159&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3159#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3159&ColorID=28","#f8ae79","no tag"," Neutral / Scared with Open Mouth Pattern","male-coded","Neutral","Scared","Glasses","Neutral","Scared"
"1758",1781,"3626pb3033","Minifigure, Head Dual Sided Black Eyebrows, Glasses, Cheek Lines, Water Drops, Scared / Terrified Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3033","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3033&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3033#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3033&ColorID=28","#f8ae79","no tag"," Scared / Terrified Pattern","no tag","Scared","Terrified","Glasses","Scared","Scared"
"1759",1782,"3626pb3154","Minifigure, Head Dual Sided Black Eyebrows, Glasses, Stubble, Lopsided Grin / Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3154","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3154&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3154#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3154&ColorID=240","#a16c42","no tag"," Lopsided Grin / Smile with Teeth Pattern","male-coded","Grin","Smile","Glasses","Happy","Happy"
"1760",1783,"3626pb3013","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Firm / Smile with Teeth and Raised Left Eyebrow Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3013","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3013&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3013#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3013&ColorID=90","#faccae","no tag"," Firm / Smile with Teeth and Raised Left Eyebrow Pattern","no tag","Firm","Smile","none","Angry","Happy"
"1761",1784,"3626pb3126","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Contour Lines, Open Mouth Smile with Teeth and Tongue / Worried Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3126","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3126&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3126#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3126&ColorID=90","#faccae","no tag"," Open Mouth Smile with Teeth and Tongue / Worried Pattern","no tag","Smile","Worried","none","Happy","Scared"
"1762",1785,"3626pb2974","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Freckles and Eye Bags, Open Mouth Smile with Teeth / Worried Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2974","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2974&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2974#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2974&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth / Worried Pattern","no tag","Smile","Worried","Freckles","Happy","Scared"
"1763",1786,"3626pb3030","Minifigure, Head Dual Sided Black Eyebrows, Moustache, and Goatee, Medium Nougat Cheek Lines and Wrinkles, Open Mouth Smile with Teeth / Scowl Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3030","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3030&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3030#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3030&ColorID=90","#faccae","old"," Open Mouth Smile with Teeth / Scowl Pattern","male-coded","Smile","Scowl","none","Happy","Angry"
"1764",1787,"3626pb3117","Minifigure, Head Dual Sided Black Eyebrows, Neutral with Stubble / Surprised with Black Glasses and Lightning Scar Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3117","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3117&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3117#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3117&ColorID=90","#faccae","no tag"," Neutral with Stubble / Surprised with Black Glasses and Lightning Scar Pattern","male-coded","Neutral","Surprised","Glasses","Neutral","Surprised"
"1765",1788,"3626pb3084","Minifigure, Head Dual Sided Black Eyebrows, Open Mouth with Teeth and Tongue, Wide Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3084","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3084&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3084#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3084&ColorID=3","#f3d000","no tag"," Wide Smile / Scared Pattern","no tag","Smile","Scared","none","Happy","Scared"
"1766",1789,"3626pb3070","Minifigure, Head Dual Sided Black Eyebrows, Red Forehead Mark, Frown / Small Open Smile with Teeth and Tongue Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3070","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3070&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3070#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3070&ColorID=3","#f3d000","no tag"," Frown / Small Open Smile with Teeth and Tongue Pattern","no tag","Frown","Smile","none","Angry","Happy"
"1767",1790,"3626pb3124","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Contour Lines, Raised Eyebrow Left / Slight Open Mouth Grin with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3124","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3124&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3124#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3124&ColorID=28","#f8ae79","no tag"," Raised Eyebrow Left / Slight Open Mouth Grin with Teeth Pattern","no tag","Grin","none","none","Happy","NA"
"1768",1791,"3626pb3092","Minifigure, Head Dual Sided Black Eyebrows, Smile with Teeth and Tongue / Scowl Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3092","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3092&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3092#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3092&ColorID=3","#f3d000","no tag"," Smile with Teeth and Tongue / Scowl Pattern","no tag","Smile","Scowl","none","Happy","Angry"
"1769",1792,"3626pb3072","Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Bared Teeth with Forehead Jewel / Open Mouth with Red Tongue Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3072","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3072&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3072#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3072&ColorID=3","#f3d000","no tag"," Bared Teeth with Forehead Jewel / Open Mouth with Red Tongue Pattern","no tag","none","none","none","NA","NA"
"1770",1793,"3626pb3151","Minifigure, Head Dual Sided Black Thick Eyebrows, Chin Dimple, Grin with Teeth / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3151","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3151&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3151#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3151&ColorID=240","#a16c42","no tag"," Grin with Teeth / Scared Pattern","no tag","Grin","Scared","none","Happy","Scared"
"1771",1794,"3626pb3122","Minifigure, Head Dual Sided Black Thick Eyebrows, Neutral / Lopsided Grin with Dark Brown Stubble Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3122","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3122&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3122#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3122&ColorID=90","#faccae","no tag"," Neutral / Lopsided Grin with Dark Brown Stubble Pattern","male-coded","Neutral","Grin","none","Neutral","Happy"
"1772",1795,"3626pb3073","Minifigure, Head Dual Sided Black Thick Eyebrows, Open Mouth Grin with Teeth and Dark Tan Smudges / Bared Teeth with Sports Goggles Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3073","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3073&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3073#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3073&ColorID=3","#f3d000","no tag"," Open Mouth Grin with Teeth and Dark Tan Smudges / Bared Teeth with Sports Goggles Pattern","no tag","Grin","none","Goggles","Happy","NA"
"1773",1796,"3626pb2986","Minifigure, Head Dual Sided Black Thick Eyebrows, Red Visor with Reflections, Crooked Scowl / Angry Grimace Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2986","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2986&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2986#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2986&ColorID=3","#f3d000","no tag"," Crooked Scowl / Angry Grimace Pattern","no tag","Crooked","Scowl","none","Angry","Angry"
"1774",1797,"3626pb3034","Minifigure, Head Dual Sided Child Black Eyebrows, Dark Tan Mud Spots, Open Mouth Smile with Teeth with Gap / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3034","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3034&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3034#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3034&ColorID=90","#faccae","child"," Open Mouth Smile with Teeth with Gap / Scared Pattern","no tag","Smile","Scared","none","Happy","Scared"
"1775",1798,"3626pb2994","Minifigure, Head Dual Sided Child Black Eyebrows, Glasses and Grin / Closed Mouth with Red Tongue Licking Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2994","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2994&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2994#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2994&ColorID=150","#dd9f55","child"," Glasses and Grin / Closed Mouth with Red Tongue Licking Pattern","no tag","Grin","Licking","Glasses","Happy","others"
"1776",1799,"3626pb2993","Minifigure, Head Dual Sided Child Black Eyebrows, Lopsided Open Mouth Smile with Top Teeth and Red Tongue / Sad Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2993","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2993&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2993#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb2993&ColorID=240","#a16c42","child"," Lopsided Open Mouth Smile with Top Teeth and Red Tongue / Sad Pattern","no tag","Smile","Sad","none","Happy","Sad"
"1777",1800,"3626pb2995","Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth Smile with Top Teeth and Red Tongue / Right Eyebrow Raised, Confused Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2995","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2995#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb2995&ColorID=240","#a16c42","child"," Confused Pattern","no tag","Smile","Confused","none","Happy","Surprised"
"1778",1801,"3626pb2996","Minifigure, Head Dual Sided Child Black Eyebrows, Smirk / Open Mouth with Left Eyebrow Raised Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2996","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2996&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2996#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2996&ColorID=88","#843419","child"," Smirk / Open Mouth with Left Eyebrow Raised Pattern","no tag","Smirk","none","none","Evil","NA"
"1779",1802,"3626pb2962","Minifigure, Head Dual Sided Child Female Black Eyebrows, Eyelashes, Bright Light Orange Lips and Circles on Cheeks, Medium Nougat Freckles, Lopsided Grin / Closed Eyes and Open Mouth Smile with Top Teeth, Braces, and Red Tongue Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2962","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2962&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2962#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2962&ColorID=3","#f3d000","child"," and Red Tongue Pattern","female-coded","Grin","Smile","Freckles","Happy","Happy"
"1780",1803,"3626pb3095","Minifigure, Head Dual Sided Child Female Black Eyebrows, Medium Nougat Freckles, Lopside Grin / Small Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3095","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3095&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3095#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3095&ColorID=3","#f3d000","child"," Lopside Grin / Small Smile with Teeth Pattern","female-coded","Grin","Smile","Freckles","Happy","Happy"
"1781",1804,"3626pb3086","Minifigure, Head Dual Sided Child Female Black Eyebrows, Peach Lips, Lopsided Grin / Open Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3086","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3086&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3086#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3086&ColorID=3","#f3d000","child"," Lopsided Grin / Open Smile with Teeth Pattern","female-coded","Grin","Smile","none","Happy","Happy"
"1782",1805,"3626pb3035","Minifigure, Head Dual Sided Child Female Black Eyebrows, Single Eyelashes, Dark Tan Mud Spots, Grin / Scared Open Mouth with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3035","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3035&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3035#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3035&ColorID=90","#faccae","child"," Grin / Scared Open Mouth with Teeth Pattern","female-coded","Grin","Scared","none","Happy","Scared"
"1783",1806,"3626pb3145","Minifigure, Head Dual Sided Child Female Reddish Brown Eyebrows, Medium Nougat Lips, Smile with Raised Eyebrow / Grimace Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3145","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3145&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3145#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3145&ColorID=28","#f8ae79","child"," Smile with Raised Eyebrow / Grimace Pattern","female-coded","Smile","Grimace","none","Happy","Angry"
"1784",1807,"3626pb2960","Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Bright Light Orange Circles on Cheeks, Lopsided Grin / Open Mouth Smile with Top Teeth and Red Tongue Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2960","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2960&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2960#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2960&ColorID=3","#f3d000","child"," Lopsided Grin / Open Mouth Smile with Top Teeth and Red Tongue Pattern","no tag","Grin","Smile","none","Happy","Happy"
"1785",1808,"3626pb2999","Minifigure, Head Dual Sided Child, Black Eyebrows and Eyes with White Pupils, Glasses / Smirk with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2999","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2999&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2999#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2999&ColorID=28","#f8ae79","child"," Glasses / Smirk with Teeth Pattern","no tag","Smirk","none","Glasses","Evil","NA"
"1786",1809,"3626pb2992","Minifigure, Head Dual Sided Child, Black Eyebrows and Eyes with White Pupils, Smirk with Open Mouth Smile, Reddish Brown Freckles / Sad Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2992","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2992&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2992#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2992&ColorID=150","#dd9f55","child"," Reddish Brown Freckles / Sad Pattern","no tag","Smirk","Smile","Freckles","Evil","Happy"
"1787",1810,"3626pb3083","Minifigure, Head Dual Sided Child, Black Eyebrows, Open Mouth Smile with Teeth, with / without Dark Turquoise Glasses Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3083","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3083&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3083#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3083&ColorID=3","#f3d000","child"," with / without Dark Turquoise Glasses Pattern","no tag","Smile","none","Glasses","Happy","NA"
"1788",1811,"3626pb3089","Minifigure, Head Dual Sided Child, Black Eyebrows, Smile with Teeth / Lopsided Grin Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3089","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3089&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3089#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3089&ColorID=3","#f3d000","child"," Smile with Teeth / Lopsided Grin Pattern","no tag","Smile","Grin","none","Happy","Happy"
"1789",1812,"3626pb3039","Minifigure, Head Dual Sided Child, Black Eyebrows, Wide Smile with Teeth / Dark Purple Mask Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3039","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3039&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3039#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3039&ColorID=3","#f3d000","child"," Wide Smile with Teeth / Dark Purple Mask Pattern","no tag","Smile","none","Mask","Happy","NA"
"1790",1813,"3626pb2998","Minifigure, Head Dual Sided Child, Reddish Brown Freckles, Grin / Scared Open Mouth, Black Eyebrows Pointed Ends Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2998","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2998&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2998#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2998&ColorID=28","#f8ae79","child"," Black Eyebrows Pointed Ends Pattern","no tag","Grin","Scared","Freckles","Happy","Scared"
"1791",1814,"3626pb3051","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Black Glasses, Reddish Brown Contour Lines, Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3051","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3051&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3051#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3051&ColorID=28","#f8ae79","no tag"," Smile / Scared Pattern","no tag","Smile","Scared","Glasses","Happy","Scared"
"1792",1815,"3626pb3112","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Medium Nougat Wrinkles, Stubble, Confused / Lopsided Grin Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3112","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3112&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3112#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3112&ColorID=90","#faccae","old"," Confused / Lopsided Grin Pattern","male-coded","Confused","Grin","none","Surprised","Happy"
"1793",1816,"3626pb3134","Minifigure, Head Dual Sided Dark Brown Eyebrows and Full Beard, Nougat Cheek Lines, Neutral / Angry with Open Mouth with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3134","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3134&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3134#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3134&ColorID=241","#d9c594","no tag"," Neutral / Angry with Open Mouth with Teeth Pattern","male-coded","Neutral","none","none","Neutral","NA"
"1794",1817,"3626pb3160","Minifigure, Head Dual Sided Dark Brown Eyebrows, Chin Dimple, Grin / Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3160","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3160&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3160#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3160&ColorID=241","#d9c594","no tag"," Grin / Smile with Teeth Pattern","no tag","Grin","Smile","none","Happy","Happy"
