Image,Item Id,Item Description,color,Group,DesignID ,DKK ,EUR ,Element platform
,4618655,BRICK 1X3,221,BRICKS,3622,0.40,0.05,LEGO
,6000881,BRICK 1X3,102,BRICKS,3622,0.32,0.04,LEGO
,6052345,BRICK 1X3,222,BRICKS,3622,0.32,0.04,LEGO
,6058220,BRICK 1X3,330,BRICKS,3622,0.32,0.04,LEGO
,6109896,BRICK 1X3,324,BRICKS,3622,0.40,0.05,LEGO
,6061688,BRICK 1X3,191,BRICKS,3622,0.40,0.05,LEGO
,4157280,DUPLO BRICK 1X2X2,38,BRICKS,4066,1.60,0.21,DUPLO
,4157714,DUPLO BRICK 1X2X2,37,BRICKS,4066,1.28,0.17,DUPLO
,4259572,DUPLO BRICK 1X2X2,191,BRICKS,4066,1.60,0.21,DUPLO
,4261492,DUPLO BRICK 1X2X2,221,BRICKS,4066,1.52,0.20,DUPLO
,4624297,DUPLO BRICK 1X2X2,212,BRICKS,4066,1.76,0.24,DUPLO
,4654795,DUPLO BRICK 1X2X2,222,BRICKS,4066,1.44,0.19,DUPLO
,6099804,DUPLO BRICK 1X2X2,325,BRICKS,4066,1.60,0.21,DUPLO
,4167847,DUPLO BRICK 2X8,37,BRICKS,4199,6.40,0.86,DUPLO
,611101,BRICK 1X10,1,BRICKS,6111,0.80,0.11,LEGO
,611121,BRICK 1X10,21,BRICKS,6111,0.80,0.11,LEGO
,611126,BRICK 1X10,26,BRICKS,6111,0.80,0.11,LEGO
,4166138,BRICK 1X10,5,BRICKS,6111,0.80,0.11,LEGO
,4200026,BRICK 1X10,24,BRICKS,6111,1.12,0.15,LEGO
,4211107,BRICK 1X10,199,BRICKS,6111,0.80,0.11,LEGO
,4211521,BRICK 1X10,194,BRICKS,6111,0.80,0.11,LEGO
,4529156,BRICK 1X10,28,BRICKS,6111,0.80,0.11,LEGO
,6057905,BRICK 1X10,23,BRICKS,6111,0.96,0.13,LEGO
,611201,BRICK 1X12,1,BRICKS,6112,0.96,0.13,LEGO
,611221,BRICK 1X12,21,BRICKS,6112,0.96,0.13,LEGO
,611226,BRICK 1X12,26,BRICKS,6112,0.96,0.13,LEGO
,4210798,BRICK 1X12,199,BRICKS,6112,0.96,0.13,LEGO
,4211522,BRICK 1X12,194,BRICKS,6112,0.96,0.13,LEGO
,4222627,BRICK 1X12,192,BRICKS,6112,0.96,0.13,LEGO
,4271082,BRICK 1X12,24,BRICKS,6112,1.04,0.14,LEGO
