Image,Item No.,Description,Expression 1,Expression 2,Color,,,Young Child,Youth/Younger Adult,Older Adult,,,,,,,,,,,
,3626bpb0213,"Minifigure, Head Moustache with Hair, Eyebrows, White Pupils, Dimples Pattern (HP Peter Pettigrew)",Annoyed,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2483,"Minifigure, Head Reddish Brown Eyebrows, Dark Orange Spots, Med. Nougat Goatee Stubble Pattern",Annoyed,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0484,"Minifigure, Head Stubble, Bushy Eyebrows, Forehead Lines Pattern (HP Argus Filch)",Annoyed,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2141,"Minifigure, Head Black Unibrow, Wide Lopsided Happy Showing Teeth, Missing a Tooth Pattern",Evil,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0991,"Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Evil Happy / Closed Mouth Sad Pattern (SW Young Boba Fett)",Evil,Frown,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1517,"Minifigure, Head Dual Sided Lavender Eye Mask with Eye Holes, Vicious Smile / Open Mouth Corner Raised Snarl Pattern (The Riddler)",Evil,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0808,"Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes / Black Eyes with White Pupils Pattern (SW Palpatine)",Evil,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2502,"Minifigure, Head Dual Sided Olive Green Face Paint, Open / Closed Happy Pattern",Evil,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Evil,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Evil,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1076,"Minifigure, Head Dual Sided Wrinkles, Dark Tan Eyebrows, Bared Teeth Evil Happy / Stern Pattern (SW Palpatine)",Evil,Sad,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0419,"Minifigure, Head Beard Stubble, Arched Eyebrow, Evil Happy with Teeth Pattern",Evil,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1558,"Minifigure, Head Black Bushy Eyebrows, Thin Moustache, Wide Smile with Teeth Pattern (Captain Hook)",Evil,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2064,"Minifigure, Head Black Eyebrows, Dark Orange Sideburns, Big Smile with Red Tongue Pattern",Evil,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2134,"Minifigure, Head Dual Sided Black Eyebrows, Scowl / Crooked Malicious Smile Pattern",Frown,,Light Nougat,,,1,,1,,,,,,,,,,,
,3626bpb0401,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Frown,,Light Nougat,,,1,,1,,,,,,,,,,,
,3626cpb0401,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Frown,,Light Nougat,,,1,,1,,,,,,,,,,,
,3626cpb2358,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Frown / Angry Pattern",Frown,Angry,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0624,"Minifigure, Head Dual Sided Freckles, White Pupils / SW Podracer Goggles Pattern",Frown,Angry,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1908,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Neutral / Angry Pattern (Kylo Ren)",Frown,Angry,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2351,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Open Mouth / Determined Pattern (Kylo Ren)",Frown,Angry,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0402,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Frown,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0402,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Frown,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0778,"Minifigure, Head Male Scar over Left Eye, Wrinkles Pattern (SW Even Piell)",Frown,,Light Nougat,,, ,,1,,,,,,,,,,,
,3626cpb1265,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Frown,Angry,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1970,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Chin Dimple, Open Mouth / Pilot Breathing Mask Pattern",Frown,Neutral,Light Nougat,mask,,,1,,,,,,,,,,,,
,3626bpb0406,"Minifigure, Head Dual Sided Thick Eyebrows, Blue Eyes, Scar and Lines / Snow Goggles and Gray Bandana Pattern (SW Anakin)",Frown,Smirk,Light Nougat,Masked,,,1,,,,,,,,,,,,
,3626cpb2060,"Minifigure, Head Dual Sided Black Eyebrows and Goatee, Raised Eyebrow / Light Blue Head-Up Display Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0931,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Chin Dimple, Determined / Bared Teeth with Red Eyes Pattern (Superman)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2236,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Brow and Jowl Lines, Sneer with Raised Eyebrow / Scowl Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1989,"Minifigure, Head Dual Sided Black Eyebrows, Moustache and Beard, Passive / Red Eyes Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1021,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Shouting Pattern (Thranduil)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0812,"Minifigure, Head Dual Sided Brown Eyebrows, Wrinkles, Calm / Angry, Clenched Teeth Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0709,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown / Angry Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2522,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Cheek Lines and Scar, Determined / Angry with Yellow Eyes Pattern (SW Anakin Sith)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0960,"Minifigure, Head Dual Sided Dark Tan Moustache and Eyebrows, Stern / Angry Pattern (Captain J. Fuller)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1261,"Minifigure, Head Dual Sided Gray and White Eyebrows, Cheek Lines, Raised Eyebrow / Bared Teeth Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0707,"Minifigure, Head Dual Sided Gray Eyebrows, Wrinkles and Cheek Lines, Frown / Angry Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0708,"Minifigure, Head Dual Sided Light Brown Eyebrows and Beard, Frown / Angry Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1022,"Minifigure, Head Dual Sided LotR Bard Long Black Sideburns, Moustache, Goatee, Frowning / Angry Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0819,"Minifigure, Head Dual Sided LotR Bushy Brown Eyebrows, Wrinkles, Scowling / Battle Rage Pattern (Gloin)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0820,"Minifigure, Head Dual Sided LotR Bushy Gray Eyebrows, Wrinkles, Calm / Battle Rage Pattern (Oin)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0814,"Minifigure, Head Dual Sided LotR Dark Bluish Gray Eyebrows, Black Beard, Wrinkles, Stern / Open Mouth with Teeth Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0811,"Minifigure, Head Dual Sided LotR Elrond Calm / Battle Rage Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0724,"Minifigure, Head Dual Sided LotR Rohan Soldier Shaggy Beard and Eyebrows Frowning / Grimacing Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1225,"Minifigure, Head Dual Sided Orange Visor, Black Eyebrows, Determined / Angry Pattern (SW Clone Pilot)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1486,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Concerned / Angry Pattern (Kylo Ren)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1688,"Minifigure, Head Dual Sided White and Gray Eyebrows, Moustache Fu Manchu, Wrinkles / Lime Eyes, Black Eyebrows, Pattern",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2151,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Brown and Gray Sideburns, Stubble, Mouth Closed / Open Pattern (SW Wuher)",Frown,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1472,"Minifigure, Head Dual Sided Dark Orange Trim Beard and Headset, Closed Mouth / Bared Teeth Pattern (SW Obi-Wan)",Frown,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Frown,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Frown,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2723,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Wrinkles, Headset, Frown / Smile Pattern",Frown,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpx328,"Minifigure, Head Dual Sided HP Death Eater Mask / Black Raised Eyebrows and Grim Mouth Pattern",Frown,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Frown,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Frown,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0555,"Minifigure, Head Dual Sided PotC Jack Black Moustache Determined / Skull Face Pattern",Frown,Evil,Light Nougat,skull,,,,1,,,,,,,,,,,
,3626cpb0555,"Minifigure, Head Dual Sided PotC Jack Black Moustache Determined / Skull Face Pattern",Frown,Evil,Light Nougat,skull,,,,1,,,,,,,,,,,
,3626cpb0938,"Minifigure, Head Dual Sided LotR Saruman Thick Black Eyebrows, Gray and White Beard, Frown / Angry Pattern",Frown,Happy,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1341,"Minifigure, Head Dual Sided Dark Tan Visor, Stern Black Eyebrows, Chin Strap / Open Mouth Pattern (SW T-16 Skyhopper Pilot)",Frown,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2304,"Minifigure, Head Dual Sided White Eyebrows and Beard, White Left Eye with Slash Scar / Silver Mask with Yellow and Orange Visor Pattern",Frown,Neutral,Light Nougat,Masked,,,,1,,,,,,,,,,,
,3626cpb2810,"Minifigure, Head Dual Sided, Med. Nougat Scar, Black Eyebrows and Glasses / Dark Brown Eyebrows Right Raised Pattern",Frown,Sad,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0818,"Minifigure, Head Dual Sided LotR Bilbo Brown Eyebrows, Calm / Scared Pattern",Frown,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1247,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Open Mouth / Closed Eyes Carbonite Pattern (SW Han Solo)",Frown,Sleepy,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1654,"Minifigure, Head Dual Sided Black Eyebrows, White Eyes, Stern / Crooked Happy Pattern (SW Chirrut Îmwe / Imwe)",Frown,Smile,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0636,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Frown / Determined Pattern (Superman)",Frown,Smirk,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2203,"Minifigure, Head Dual Sided Mad-Eye Moody with Magic Eye / Barty Crouch Jr with Stubble, Licking Lips Pattern",Frown,Smirk,Light Nougat,licking lips,,,,1,,,,,,,,,,,
,3626cpb2212,"Minifigure, Head Dual Sided Dark Brown Eyebrows and Small Moustache, Med. Nougat Lines Neutral/Concerned (Chin Strap) Pattern",Frown,Surprised,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0728,"Minifigure, Head Dual Sided LotR Frodo Brown Eyebrows Tired / Poisoned, Wide Gray Eyes Pattern",Frown,Surprised,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0651,"Minifigure, Head Dual Sided Stern Reddish Brown Eyebrows and Pupils / Gray Visor Pattern",Frown,Surprised,Light Nougat,Visor,,,,1,,,,,,,,,,,
,3626cpb0651,"Minifigure, Head Dual Sided Stern Reddish Brown Eyebrows and Pupils / Gray Visor Pattern",Frown,Surprised,Light Nougat,Visor,,,,1,,,,,,,,,,,
,3626cpb1444,"Minifigure, Head Dark Gray Bushy Eyebrows, White Pupils and Wrinkles Pattern (The Doctor)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1514,"Minifigure, Head Dark Gray Eyebrows Bushy, Sunken Eyes, Cheek Lines, Chin Dimple and Forehead Wrinkles Pattern (SW First Order General)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2101,"Minifigure, Head Dark Tan Bushy Eyebrows, Sideburns and Moustache Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2132,"Minifigure, Head Dark Tan Eyebrows, Moustache, Goatee, Gray and Orange Stubble, Cheek Lines and Chin Dimple Pattern (SW Tobias Beckett)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2389,"Minifigure, Head Furrowed Brow, Black Eyebrows, Dark Brown Beard and Stubble Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb1013,"Minifigure, Head Glasses with Black Frames, White Lenses and Cheek Lines Pattern (Clark Kent)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0313,"Minifigure, Head Glasses with Gold Sunglasses, Moustache and Frown Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0199,"Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Frown Pattern (Dr. Octopus)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0307,"Minifigure, Head Male Black Eyebrows and Hair, Forehead Lines, Frown Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1032,"Minifigure, Head Male Black Eyebrows, Cheek Lines, Frown, Headset Pattern (SW Imperial)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1200,"Minifigure, Head Male Brown Eyebrows and Long Sideburns, Frown and Furrowed Brow Pattern (SW Imperial Officer)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0597,"Minifigure, Head Male Brown Eyebrows, Frown Pattern (HP Goyle)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0037,"Minifigure, Head Male Cheek Lines with Dark Bluish Gray Stern Eyebrows Pattern (SW Grand Moff Tarkin)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0037,"Minifigure, Head Male Cheek Lines with Dark Bluish Gray Stern Eyebrows Pattern (SW Grand Moff Tarkin)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0289,"Minifigure, Head Male Cheek Lines, Chin Dimple, Stern Dark Tan Eyebrows, Scar above Right Eye Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpx7,"Minifigure, Head Male Gray Bandana with Gold Dot, Eyebrows, Sideburns Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1624,"Minifigure, Head Male Head Wrap with Buttons, Scars and Sunken Eyes Pattern (SW Dengar)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0487,"Minifigure, Head Male HP Snape with Brown Lines and Crease Between Eyebrows Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0487,"Minifigure, Head Male HP Snape with Brown Lines and Crease Between Eyebrows Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0275,"Minifigure, Head Male HP Snape with Crease Between Eyebrows, White Pupils, Black Hair Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0769,"Minifigure, Head Male Large Scar and Stubble Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0899,"Minifigure, Head Male Right Eye Scarred Area and No Pupil, Determined Pattern (Shredder)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0296,"Minifigure, Head Male Stern Eyebrows, White Pupils, Cheek Lines, Chin Dimple Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0317,"Minifigure, Head Male Thick Eyebrows, Brown Eyes, Five O'Clock Shadow Stubble Pattern (SW Captain Rex)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0317,"Minifigure, Head Male Thick Eyebrows, Brown Eyes, Five O'Clock Shadow Stubble Pattern (SW Captain Rex)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0171,"Minifigure, Head Male Thin Mouth with Stubble Goatee Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1344,"Minifigure, Head Male, Stern Gray Eyebrows, White Moustache and Wrinkles Pattern (SW Admiral Yularen)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1493,"Minifigure, Head Moustache Brown Bushy Large, Brown Eyebrows, White Pupils Pattern (SW Trooper)",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0357,"Minifigure, Head Moustache Brown Bushy, Brown Eyebrows, White Pupils Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0357,"Minifigure, Head Moustache Brown Bushy, Brown Eyebrows, White Pupils Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0353,"Minifigure, Head Moustache Fu Manchu, White Pupils and Scowl Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0565,"Minifigure, Head PotC Beard Black, Bushy Eyebrows, Moustache Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0631,"Minifigure, Head PotC Bootstrap Bill Barnacles and Starfish Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0631,"Minifigure, Head PotC Bootstrap Bill Barnacles and Starfish Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2127,"Minifigure, Head White Gray Eyebrows, Gray and White Beard and Wrinkles Pattern",Frown,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1978,"Minifigure, Head Black Headband with White Batman Eyes, Broad Smile Showing Teeth Pattern",Happy,,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1979,"Minifigure, Head Black Headband with White Batman Eyes, Open Mouth Smile Pattern",Happy,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0029,"Minifigure, Head Male Green Eye Mask with Eye Holes and Smile Pattern",Happy,,Light Nougat,Masked,,1,1,,,,,,,,,,,,
,3626cpb2678,"Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Lopsided Smile with Teeth / Laughing with Closed Eyes Pattern",Happy,Happy,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1789,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Dark Orange Dimples, Confused / Smile with Teeth Pattern",Happy,Sad,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2443,"Minifigure, Head Dual Sided Black Eyebrows and Glasses, Reddish Brown Freckles, Smile / Scared Pattern",Happy,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1234,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Smile / Scared Pattern",Happy,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2383,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Smile with Teeth / Scared Pattern",Happy,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0589,"Minifigure, Head Dual Sided HP Fred / George Weasley Closed Mouth / Open Mouth Smile Pattern",Happy,Smile,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0589,"Minifigure, Head Dual Sided HP Fred / George Weasley Closed Mouth / Open Mouth Smile Pattern",Happy,Smile,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2397,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Lopsided Smile with Teeth and Tongue / Lopsided Happy Pattern",Happy,Smile,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1765,"Minifigure, Head Dual Sided Brown Eyebrows, Dark Tan Dimples, Lopsided Smile / Scared Pattern",Happy,Surprised,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1128,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Smile with Teeth / Scared Pattern (Ray Stantz)",Happy,Surprised,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2033,"Minifigure, Head Black Eye Mask with White Eye Holes and Cheesy Smile Pattern (Nightwing)",Happy,,Light Nougat,,,1,1,,,,,,,,,,,,
,3626cpb2509,"Minifigure, Head Large Glasses with Black Bat Frames, 2 White Buck Teeth Pattern",Happy,,Light Nougat,"Goggles, teeth",,1,,,,,,,,,,,,,
,3626cpb1541,"Minifigure, Head Male Black Eye Mask Pointed with White Eye Holes and Open Mouth Crooked Smile Pattern",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1551,"Minifigure, Head Male Black Eye Mask with Eye Holes, Blue Eyes, Freckles, Evil Happy with Teeth Pattern (Syndrome)",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0067,"Minifigure, Head Male Eyes & Mouth Wide Open, Blue Arrow on Forehead & Square on Back Pattern (Aang)",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0352,"Minifigure, Head Male Large Happy and Dimples, Asian Eyes, White Pupils Pattern",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2196,"Minifigure, Head Med. Nougat Lightning Scar, Black Eyebrows and Glasses, Small Smile Showing Teeth Pattern",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1854,"Minifigure, Head Uneven Black Eyes, Open Mouth with Missing Teeth and Pink Tongue Pattern",Happy,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1133,"Minifigure, Head Dual Sided Orange Visor, Brown Eyebrows, Chin Strap, Headset, Smile / Scared Pattern",Happy,Angry,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1194,"Minifigure, Head Dual Sided Green Eye Mask with Eye Holes, Smile / Scared Pattern (Robin)",Happy,Scared,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1115,"Minifigure, Head Glasses with Orange Goggles and Happy Pattern",Happy,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0833,"Minifigure, Head Male Brown Eyebrows, Eyelashes, Open Lopsided Smile and Teeth Pattern",Happy,,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1272,"Minifigure, Head Dual Sided Medium Blue Goggles, Smile with Teeth / Clenched Teeth Pattern (Captain Cold)",Happy,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2178,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Scars, Stubble, Moustache, Determined / Yellow Eyes Angry Pattern",Happy,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1731,"Minifigure, Head Dual Sided Thick Dark Brown Eyebrows, Dark Orange Cheek Lines, Open Mouth Smile / Bared Teeth Angry Pattern (Kite Man)",Happy,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2659,"Minifigure, Head Dual Sided Light Bluish Gray Eyebrows and Moustache, Dark Orange Age Lines, Neutral / Happy Pattern",Happy,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2259,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Eyes with Pupils, Wrinkles, Open Mouth Smile / Frown Pattern (Horace Slughorn)",Happy,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2068,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Reddish Brown Beard, Happy/Frown Pattern",Happy,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2375,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Silver Goggles with Lime Triangular Lenses, Evil Happy / Worried Expression Pattern",Happy,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2807,"Minifigure, Head Dual Sided Dark Bluish Gray Moustache, Thick Eyebrows, Wrinkles and Cheek Lines / Spider Web over Mouth Pattern",Happy,Neutral,Light Nougat,Web over mouth,,,,1,,,,,,,,,,,
,3626cpb2501,"Minifigure, Head Dual Sided Thick Black Eyebrows, Low Mouth, Smile / Worried Pattern",Happy,Sad,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2024,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Cheek Lines, Open Mouth Smile / Sheepish Happy Pattern",Happy,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1739,"Minifigure, Head Dual Sided Black Headband, Squinted Batman Eyes, Crooked Smile / Gray Eyebrows and Clenched Teeth Pattern (Batman)",Happy,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0976,"Minifigure, Head Dual Sided Light Gray Eyebrows, White Pupils, Open Mouth, Cheek Lines, Smile / Open Mouth Scared Pattern",Happy,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1740,"Minifigure, Head Dual Sided White Headband and Worried / Black Headband and Squinted Batman Eyes, Disgusted Pattern (Batman)",Happy,Scared,Light Nougat,,,,,1,,,,,,,,,,,
