item_number,description,category
cty0670,"Fire - Reflective Stripes with Utility Belt and Flashlight, White Helmet, Trans-Black Visor, Silver Sunglasses",Town
cty0347,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Black Eyebrows",Town
cty0524,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Breathing Neck Gear with Air Tanks, Crooked Smile and Scar",Town
cty0525,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Breathing Neck Gear with Air Tanks, Peach Lips Smile",Town
cty0601,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Clear Visor, Goatee",Town
cty0717,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Brown Beard",Town
cty0343,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Crooked Smile and Scar",Town
cty0381,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Gray Beard",Town
cty0372,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Life Jacket Center Buckle",Town
cty0351,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Sweat Drops",Town
cty0348,"Fire - Reflective Stripes with Utility Belt, Dark Red Fire Helmet, Yellow Air Tanks, Sweat Drops",Town
cty0966,"Fire - Reflective Stripes with Utility Belt, Red Fire Helmet, Brown Goatee",Town
cty0965,"Fire - Reflective Stripes with Utility Belt, Red Fire Helmet, Goatee",Town
cty0975,"Fire - Reflective Stripes with Utility Belt, Red Fire Helmet, Lopsided Smile",Town
cty1416,"Fire - Reflective Stripes with Utility Belt, Red Fire Helmet, Male Smirk",Town
cty0963,"Fire - Reflective Stripes with Utility Belt, Red Fire Helmet, Peach Lips Closed Mouth Smile",Town
cty0696,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Beard Stubble",Town
cty0628,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Black Visor, Beard Stubble",Town
cty0626,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Black Visor, Goatee",Town
cty0629,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Black Visor, Peach Lips Open Mouth Smile",Town
cty0638,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Black Visor, Peach Lips Smile",Town
cty0637,"Fire - Reflective Stripes with Utility Belt, White Fire Helmet, Breathing Neck Gear with Air Tanks, Trans Black Visor, Sweat Drops",Town
cty0003,"Fire - Reflective Stripes, Black Legs, Dark Bluish Gray Helmet, Trans-Black Visor",Town
twn091,"Fire - Reflective Stripes, Black Legs, Dark Brown Short Tousled Hair",Town
cty0087,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Beard and Glasses (Hovercraft Pilot)",Town
cty0251,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Beard and Glasses, Life Jacket",Town
cty0057,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Beard and Glasses, Yellow Air Tanks",Town
cty0045,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Beard Around Mouth",Town
twn175,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Cheek Lines, Yellow Hands",Town
cty0088,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Glasses and Beard",Town
cty0004,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Gray Beard",Town
cty0138,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Gray Beard, Yellow Air Tanks",Town
cty0047,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Silver Sunglasses",Town
cty0173,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Thin Grin with Teeth",Town
twn093,"Fire - Reflective Stripes, Black Legs, Tan Female Hair",Town
twn092,"Fire - Reflective Stripes, Black Legs, White Chef Toque",Town
cty0044,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Angry Eyebrows",Town
cty0489,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Black Eyebrows, Thin Grin",Town
cty0090a,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Black Eyebrows, Thin Grin, Yellow Hands",Town
cty0024,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Breathing Neck Gear with Air Tanks",Town
cty0026,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Breathing Neck Gear with Air Tanks, Orange Glasses",Town
cty0030,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Breathing Neck Gear with Air Tanks, Yellow Hands",Town
cty0165,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Breathing Neck Gear with Air Tanks, Yellow Hands, Beard and Glasses",Town
cty0022,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Brown Beard Angular",Town
cty0055,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Brown Beard Rounded",Town
cty0023,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Brown Eyebrows, Thin Grin",Town
cty0020,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Cheek Lines, Dark Bluish Gray Hands",Town
cty0043,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Cheek Lines, Yellow Hands",Town
cty0531,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Crooked Smile with Scar",Town
cty0117b,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Crooked Smile, Life Jacket",Town
cty0167,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Dark Blue Sunglasses and Stubble",Town
cty0120,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Female",Town
cty0164,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Glasses and Brown Thin Eyebrows",Town
cty0056,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Glasses and Open Smile",Town
cty0164a,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Glasses and Red Thin Eyebrows",Town
cty0085,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Orange Sunglasses, Life Jacket",Town
cty0090b,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Reddish Brown Eyebrows, Thin Grin, Yellow Hands",Town
wc021,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Silver Sunglasses",Town
cty0018,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Silver Sunglasses, Breathing Neck Gear with Air Tanks",Town
wc016,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Silver Sunglasses, Orange Vest",Town
WC016s,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Silver Sunglasses, Orange Vest with Straps and Fire Logo and 'FIRE' Pattern (Stickers)",Town
wc024,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Smile, Orange Vest",Town
cty0093,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Smirk and Stubble Beard",Town
cty0891,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Smirk and Stubble Beard, Breathing Neck Gear with Yellow Air Tanks",Town
cty0086,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Smirk and Stubble Beard, Life Jacket",Town
cty0116b,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Thin Grin with Teeth, Life Jacket",Town
cty0090,"Fire - Reflective Stripes, Black Legs, White Fire Helmet, Thin Grin, Yellow Hands (Undetermined Eyebrows)",Town
wc020,"Fire - Reflective Stripes, Black Legs, White Hat",Town
cty0062,"Fire - Reflective Stripes, Black Legs, White Standard Helmet, Cheek Lines",Town
cty0166,"Fire - Reflective Stripes, Black Legs, White Standard Helmet, Trans-Black Visor, Stubble Beard and Moustache, Smirk and Stubble Beard",Town
cty0972,"Fire - Reflective Stripes, Black Suit, White Helmet, Silver Sunglasses",Town
cty1360,"Fire - Reflective Stripes, Bright Light Orange Suit and Hood Hazard with Trans-Black Face Shield, Beard",Town
cty0974,"Fire - Reflective Stripes, Bright Light Orange Suit, Life Jacket, Red Fire Helmet",Town
cty1157,"Fire - Reflective Stripes, Bright Light Orange Suit, Life Jacket, White Helmet",Town
cty1237,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Black and Silver Sunglasses",Town
cty1114,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Crooked Grin",Town
cty1369,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Dark Tan and Gray Beard",Town
cty1282,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Headset",Town
cty0961,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Safety Glasses, Peach Lips Closed Mouth Smile",Town
cty0968,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Scowl",Town
cty1433,"Fire - Reflective Stripes, Bright Light Orange Suit, White Helmet, Sunglasses",Town
cty0303,"Fire - Reflective Stripes, Dark Bluish Gray Legs, White Standard Helmet, Cheek Lines",Town
cty0962,"Fire - Reflective Stripes, Dark Tan Suit, Red Fire Helmet, Open Mouth with Goatee, Breathing Neck Gear with Blue Air Tanks",Town
cty0967,"Fire - Reflective Stripes, Dark Tan Suit, Red Fire Helmet, Open Mouth with Peach Lips and Dirty Face, Breathing Neck Gear with Blue Air Tanks",Town
cty0960,"Fire - Reflective Stripes, Dark Tan Suit, Red Fire Helmet, Open Mouth, Breathing Neck Gear with Blue Air Tanks",Town
cty1359,"Fire - Reflective Stripes, Dark Tan Suit, White Fire Helmet, Open Mouth with Beard, Breathing Neck Gear with Blue Air Tanks",Town
cty0036,"Fire - Reflective Stripes, Light Bluish Gray Legs, Silver Fire Helmet, Standard Grin",Town
cty0035,"Fire - Reflective Stripes, Light Bluish Gray Legs, White Fire Helmet, Standard Grin",Town
cty0115,"Fire - Reflective Stripes, Red Legs, Silver Fire Helmet, Brown Eyebrows, Thin Grin",Town
cty0951,"Fire - Reflective Stripes, Stubble Beard, Red Helmet",Town
cty1004,"Fire - Reflective Stripes, Stubble Beard, Red Helmet, Breathing Neck Gear with Blue Air Tanks",Town
cty1005,"Fire - Reflective Stripes, Sweat Drops, Red Helmet, Breathing Neck Gear with Blue Air Tanks",Town
cty0639,"Fire - Scuba Diver, Black Flippers, Dark Bluish Gray Scuba Tank, White Helmet, Trans-Light Blue Scuba Mask",Town
fire005s,"Fire - Torso Sticker with 4 Buttons, Black Fire Helmet",Town
firec019s,"Fire - Torso Sticker with 4 Buttons, Black Fire Helmet, Light Gray Air Tanks",Town
firec028,"Fire - White Fire Helmet, White Air Tanks",Town
cty0973,"Fire - White Shirt with Tie and Belt and Radio, Black Legs, Gold Fire Helmet",Town
cty0647,"Fire Boat Captain - White Shirt with Red Tie, Badge, Belt, Black Legs, White Police Hat",Town
cty0345,"Fire Chief - Reflective Stripes with Pockets and Shoulder Strap, Gold Fire Helmet",Town
cty0380,"Fire Chief - White Shirt with Tie and Belt, Black Legs, Dark Orange Short Tousled Hair",Town
cty0350,"Fire Chief - White Shirt with Tie and Belt, Black Legs, Gold Fire Helmet",Town
cty1012,"Fire Chief, Female - Freya McCloud",Town
cty1211,"Fire Chief, Female - Freya McCloud, Dark Red Jacket, Black Legs, White Fire Helmet, Dark Red Hair",Town
cty1288,"Fire Chief, Female - Freya McCloud, Dark Red Jacket, Black Legs, White Fire Helmet, Open Smile / Closed Mouth Pattern",Town
cty1253,Fire Fighter - Bob,Town
cty1105,Fire Fighter - Clemmons,Town
cty1280,"Fire Fighter - Clemmons, White Helmet, Trans-Black Visor",Town
cty1113,"Fire Fighter, Female - Freya McCloud",Town
cty1254,"Fire Fighter, Female - Freya McCloud, Black Suit",Town
cty0648,"Fire Lighthouse Keeper - Overalls Blue over V-Neck Shirt, Blue Legs, Dark Blue Knit Cap",Town
cty1287,Firefighter Bob without Air Tanks,Town
cty0405,"Flannel Shirt with Pocket and Belt, Dark Brown Legs, Red Cap with Hole, Headphones, Orange Safety Glasses",Town
cty0334,"Flannel Shirt with Pocket and Belt, Dark Tan Legs, Mining Helmet, Safety Goggles",Town
cty0404,"Flannel Shirt with Pocket and Belt, Dark Tan Legs, Red Cap with Hole, Headphones, Beard",Town
cty0467,"Flannel Shirt with Pocket and Belt, Dark Tan Legs, Red Construction Helmet, Beard",Town
cty0540,"Flannel Shirt with Pocket and Belt, Dark Tan Legs, Red Construction Helmet, Safety Goggles",Town
cty0309,"Flannel Shirt with Pocket and Belt, Sand Blue Legs, Mining Helmet, Safety Goggles",Town
cty0664,"Flannel Shirt, Blue Legs, Black Hair, Beard",Town
twn286,"Flannel Shirt, Sand Blue Legs, Aviator Cap",Town
twn268,Florist,Town
cty0263,"Forest Police - Dark Tan Jacket with Pockets, Gold Badge and Braid, Olive Green Tie, Dark Tan Legs, Campaign Hat",Town
cty0306,"Forest Police - Dark Tan Shirt with Pockets, Dark Blue Legs, Campaign Hat, Black and Silver Sunglasses, Life Jacket Center Buckle",Town
cty0273,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Angry Eyebrows and Scowl, White Pupils",Town
cty0264,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Black and Silver Sunglasses",Town
cty0284,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Orange Sunglasses, Life Jacket Center Buckle",Town
cty0260,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Silver Sunglasses",Town
cty0276,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, White Helmet with Visor, Black and Silver Sunglasses",Town
cty0425,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Tan Legs, Campaign Hat, Angry Eyebrows and Scowl",Town
cty0267,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet",Town
cty0383a,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Black and Silver Sunglasses, Black Eyebrows",Town
cty0383,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Black and Silver Sunglasses, NO Eyebrows",Town
cty0274,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Life Jacket Center Buckle, Black and Pearl Dark Gray Sunglasses",Town
cty0277,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Life Jacket Center Buckle, Orange Sunglasses",Town
cty0840,"Forester - Male, Orange Safety Vest, Reflective Stripes, Reddish Brown Shirt, Blue Legs, Red Construction Helmet with Black Headphones, Stubble",Town
cty1020,Fun Fair Stand Worker,Town
twn419,Gallery Owner,Town
cty0957,"Garbage Worker - Female, Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Dark Azure Legs, Reddish Brown Ponytail",Town
cty0956,"Garbage Worker - Male, Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Medium Blue Legs, Blue Cap with Hole, Goatee and Splotches",Town
twn341,Gardener,Town
cty1075,Gas Station Worker,Town
cty1119,"Gas Station Worker - Medium Blue Shirt with 'Octan' Logo, Dark Blue Legs and Cap",Town
tel001s,German Telekom Racing Cyclist - with Torso Stickers,Town
tel006s,German Telekom Racing Cyclist Green - with Torso Stickers,Town
tel005s,German Telekom Racing Cyclist Yellow - with Torso Stickers,Town
twn392,Ghost with White Hood and White Lower Body Skirt,Town
cty1226,"Girl - Blue Overalls over V-Neck Shirt, Dark Orange Hair Short, Parted with Two Pigtails, Red Glasses",Town
cty1235,"Girl - Bright Light Orange Jacket, Blue Medium Short Legs, Reddish Brown Hair with Braids, Red Beanie",Town
twn297,"Girl - Bright Pink Top with Butterflies and Flowers, Medium Lavender Short Legs, Reddish Brown Female Hair Mid-Length",Town
cty1080,"Girl - Dark Azure Jacket, Medium Lavender Short Legs, Ushanka Hat",Town
cty1392,"Girl - Dark Turquoise Jacket, Bright Pink Short Legs, Bright Light Yellow Hair",Town
cty1333,"Girl - Leaf Tank Top, Dark Brown Side Buns, Backpack, Medium Blue Short Legs",Town
cty1386,"Girl - Medium Azure Sleeveless Jellyfish Shirt, Dark Turquoise Short Legs, Dark Brown Hair",Town
cty1215,"Girl - Orange Halter Top Dress, Blue Short Legs, Dark Brown Hair",Town
twn338,Girl with Bright Pink Top and Ponytail,Town
twn427,"Girl with Dark Orange Two Pigtails Hair, White Sweater with Red Horizontal Stripes, Blue Short Legs",Town
twn337,Girl with Orange Top and Medium Lavender Legs,Town
twn238,"Girl, Blue Short Legs, Dark Orange Hair Ponytail Long with Side Bangs",Town
cty0665,"Girl, Bright Light Blue Hoodie, Medium Lavender Short Legs",Town
twn289,"Girl, Bright Light Blue Hoodie, Medium Lavender Short Legs, Medium Nougat Female Hair Mid-Length, Glasses",Town
cty0663,"Girl, Bright Pink Striped Top with Cat Head, Dark Azure Short Legs",Town
twn293,"Girl, Bright Pink Striped Top with Cat Head, Dark Azure Short Legs and Medium Nougat Ponytail and Swept Sideways Fringe",Town
twn254,"Girl, Denim Jacket, Blue Short Legs",Town
twn265,"Girl, Dolphin Top, Short Medium Lavender Legs, Dark Brown Ponytail and Swept Sideways Fringe",Town
twn241,"Girl, Dolphin Top, Short Medium Lavender Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town
cty1014,"Girl, Lime Hoodie, Green Short Legs, Orange Cat Face Paint",Town
cty1019,"Girl, White with Red Stripes Sweater, Medium Lavender Short Legs",Town
twn165,Glider Passenger,Town
twn164,Glider Pilot,Town
twn422,Globetrotter,Town
cty1432,"Go-Kart Racer, Coral Race Suit, Black Helmet and Legs",Town
cty0659,"Grandfather - Medium Nougat Argyle Sweater, Light Bluish Gray Hair",Town
cty1025,"Grandfather - Red Tracksuit, Light Bluish Gray Hair",Town
twn368,"Grandfather with Flannel Shirt, Dark Tan Legs, Light Bluish Gray Hair",Town
twn294,"Grandma, Dark Azure Plaid Jacket with Collar, Dark Brown Legs and White Hair",Town
cty1024,"Grandmother - Dark Purple Tracksuit, White Hair, Glasses",Town
cty0660,"Grandmother - Fair Isle Sweater, White Hair, Tan Legs, Glasses",Town
twn243,"Grandpa, Pinstripe Vest and Pocket Watch",Town
par042,"Gray and White Collar - Yellow Legs, Black Ponytail Hair",Town
par007,"Gray and White Collar - Yellow Legs, Brown Ponytail Hair, Life Jacket",Town
cty0545,"Green Female Jacket Open with Necklace, Dark Blue Legs, Dark Orange Female Hair over Shoulder",Town
cty0706,"Green Female Jacket Open with Necklace, White Legs, Medium Nougat Female Hair over Shoulder, Open Smile",Town
cty0893a,"Green V-Neck Sweater over Button Down Shirt Collar with 1 Button, Sand Green Legs, Reddish Brown Hair, Beard",Town
cty0503,"Green V-Neck Sweater, Blue Legs, Black Short Tousled Hair, Lopsided Grin",Town
cty0191,"Green V-Neck Sweater, Dark Blue Legs, Dark Brown Short Tousled Hair, Glasses",Town
