item_number,description,category,item_link
hp170,Madame Hooch (Spongy Cape),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp170
hp296,"Madame Hooch, Dark Blue Outfit",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp296
hp106,"Madame Hooch, Light Nougat Head",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp106
hp201,"Madame Maxime, Dark Red Dress",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp201
hp191,"Madame Maxime, White Dress",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp191
hp257,"Mannequin, Quidditch Dark Blue Robe, Ravenclaw Crest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp257
hp258,"Mannequin, Quidditch Yellow Robe, Hufflepuff Crest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp258
hp107,"Marcus Flint, Dark Green and White Quidditch Uniform",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp107
hp136,"Marcus Flint, Quidditch Uniform",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp136
hp241,Mechanical Death Eater,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp241
hp067,"Merman - Fish Tail, Long Dark Red Hair",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp067
hp182,Minister of Magic (Cornelius Fudge),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp182
hp250,"Molly Weasley, Dark Brown Skirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp250
hp088,"Molly Weasley, Medium Nougat Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp088
hp212,"Molly Weasley, Medium Nougat Skirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp212
hp297,Mr. Borgin,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp297
hp291,Mr. Flume,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp291
hp292,Mrs. Flume,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp292
hp126,Narcissa Malfoy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp126
hp145,Nearly Headless Nick,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp145
hp308,"Nearly Headless Nick, Glow in the Dark",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp308
hp043,Neville Longbottom,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp043
hp129,Neville Longbottom - Fair Isle Sweater,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp129
hp299,"Neville Longbottom, Black Robe",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp299
hp271,"Neville Longbottom, Coveralls, Headphones, Tan Short Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp271
hp330,"Neville Longbottom, Gryffindor Robe Open, Sweater, Shirt and Tie, Black Medium Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp330
hp228,"Neville Longbottom, White Shirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp228
hp165,"Newt Scamander, Dark Orange Vest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp165
hp210,Nymphadora Tonks,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp210
hp109,"Oliver Wood, Dark Red Quidditch Uniform",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp109
hp137,"Oliver Wood, Quidditch Uniform",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp137
hp260,Padma Patil,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp260
hp261,Parvati Patil,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp261
hp334,"Parvati Patil, Gryffindor Robe Clasped, Black Medium Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp334
hp010,Peeves,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp010
hp048,Peter Pettigrew,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp048
hp196,"Peter Pettigrew, Black Suit",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp196
hp217,Petunia Dursley,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp217
hp080,Professor Dolores Umbridge,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp080
90398pb021,Professor Dolores Umbridge Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb021
hp172,"Professor Dolores Umbridge, Dark Pink Dress",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp172
hp235,"Professor Dolores Umbridge, Magenta Dress",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp235
hp096,Professor Filius Flitwick,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp096
hp205,"Professor Filius Flitwick, Light Bluish Gray Vest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp205
hp264,"Professor Filius Flitwick, Olive Green Suit",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp264
hp028,"Professor Gilderoy Lockhart, Green Torso and Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp028
hp309,"Professor Gilderoy Lockhart, Nougat Torso and Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp309
hp029,"Professor Gilderoy Lockhart, Sand Red Torso and Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp029
hp076,Professor Igor Karkaroff,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp076
hp329,"Professor Mad-Eye Moody, Medium Nougat Jacket",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp329
hp070,"Professor Mad-Eye Moody, Peg Leg",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp070
hp152,Professor Minerva McGonagall (Dual Sided Head),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp152
hp152a,Professor Minerva McGonagall (Single Sided Head),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp152a
90398pb022,Professor Minerva McGonagall Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb022
hp323,"Professor Minerva McGonagall, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp323
hp093,"Professor Minerva McGonagall, Dark Green Robe and Cape",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp093
hp274,"Professor Minerva McGonagall, Dark Green Robe and Cape, Hat with Hair",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp274
hp293,"Professor Minerva McGonagall, Dark Green Robe, Dark Tan Hair",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp293
hp022,"Professor Minerva McGonagall, Green Robe and Cape",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp022
hp131,Professor Pomona Sprout,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp131
hp270,"Professor Pomona Sprout, Dirty Cloak, Dark Tan Legs with Reddish Brown Boots",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp270
hp295,"Professor Quirinus Quirrell, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp295
hp146,"Professor Quirinus Quirrell, Medium Lavendar Turban and Scarf",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp146
hp011,"Professor Quirinus Quirrell, Yellow Head, Purple Turban and Torso",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp011
hp042,Professor Remus Lupin - Dark Green Suit,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp042
hp130,Professor Remus Lupin - Dark Tan Suit,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp130
hp062,Professor Remus Lupin / Werewolf,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp062
hp157,"Professor Remus Lupin, Dark Bluish Gray Jacket, Olive Green Vest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp157
90398pb023,Professor Severus Snape Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb023
hp277,"Professor Severus Snape, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp277
hp266,"Professor Severus Snape, Dark Purple Shirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp266
hp134,"Professor Severus Snape, Dark Purple Shirt, Black Robes, Printed Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp134
hp012,"Professor Severus Snape, Glow in the Dark Head",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp012
hp082,"Professor Severus Snape, Light Nougat Head",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp082
hp100,"Professor Severus Snape, Light Nougat Head, Brown Facial Lines",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp100
hp050,"Professor Severus Snape, Prisoner of Azkaban Pattern, Light Bluish Gray Hands",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp050
hp310,Professor Sinistra,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp310
hp044,Professor Snape Boggart,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp044
hp049,"Professor Sybill Trelawney, Light Purple Hat, Blue Robes",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp049
hp332,"Professor Sybill Trelawney, Reddish Brown and Sand Green Robes",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp332
hp164,Queenie Goldstein,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp164
90398pb033,"Ravenclaw Student Statuette / Trophy #1, Black Hair, Light Nougat Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb033
90398pb034,"Ravenclaw Student Statuette / Trophy #2, Bright Light Yellow Hair, Light Nougat Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb034
90398pb035,"Ravenclaw Student Statuette / Trophy #3, Black Hair, Reddish Brown Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb035
90398pb024,Remus Lupin Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb024
hp287,"Ron Weasley - Slytherin Robe, Vincent Crabbe Transformation",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp287
90398pb019,Ron Weasley Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb019
hp294,"Ron Weasley, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp294
hp032,"Ron Weasley, Black and White Plaid Shirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp032
hp248,"Ron Weasley, Black Torso Gryffindor Robe",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp248
hp006,"Ron Weasley, Blue Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp006
hp034,"Ron Weasley, Blue Sweater, Black Cape with Stars",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp034
hp058,"Ron Weasley, Brown Open Shirt and Striped Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp058
hp207,"Ron Weasley, Dark Red Sweater with Letter 'R'",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp207
hp214,"Ron Weasley, Dark Red Sweater, Black Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp214
hp180,"Ron Weasley, Dark Red Sweater, Dark Bluish Gray Medium Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp180
hp142,"Ron Weasley, Dark Tan Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp142
hp231,"Ron Weasley, Dark Turquoise Polo Shirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp231
hp283,"Ron Weasley, Gryffindor Robe, Sweater, Shirt and Tie, Black Short Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp283
hp007,"Ron Weasley, Gryffindor Shield Torso, Black Cape with Stars",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp007
hp112,"Ron Weasley, Gryffindor Stripe and Shield Torso, Black Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp112
hp055,"Ron Weasley, Gryffindor Stripe Torso",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp055
hp064,"Ron Weasley, Gryffindor Stripe Torso, Sleeping / Awake Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp064
hp151,"Ron Weasley, Gryffindor Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp151
hp273,"Ron Weasley, Gryffindor Sweater with Crest, Black Short Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp273
hp319,"Ron Weasley, Hogwarts Robe",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp319
hp154,"Ron Weasley, Plaid Hoodie",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp154
hp280,"Ron Weasley, Plaid Shirt",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp280
hp328,"Ron Weasley, Red Sweater, Leg Cast",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp328
hp123,"Ron Weasley, Red Tartan Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp123
hp185,"Ron Weasley, Reddish Brown Suit, Shirt with Ruffle",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp185
hp113,"Ron Weasley, Tartan Vest, Black Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp113
hp027,"Ron/Crabbe, Slytherin Torso, Light Gray Legs, Black Cape with Stars",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp027
hp162,Rowena Ravenclaw,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp162
hp324,"Rubeus Hagrid, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp324
hp111,"Rubeus Hagrid, Dark Brown Topcoat with Buttons (Light Nougat Version with Movable Hands)",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp111
hp144,"Rubeus Hagrid, Medium Nougat Topcoat with Buttons",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp144
hp061,"Rubeus Hagrid, Reddish Brown Topcoat (Light Nougat Version with Movable Hands)",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp061
hp200,"Rubeus Hagrid, Reddish Brown Topcoat with Buttons",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp200
hp009,"Rubeus Hagrid, Yellow Head",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp009
hp161,Salazar Slytherin,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp161
hp268,"Seamus Finnigan, Gryffindor Sweater with Crest, Black Short Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp268
hp141,"Seamus Finnigan, Gryffindor Sweater, Black Short Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp141
hp167,Seraphina Picquery,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp167
hp173,Severus Snape Boggart,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp173
hp045,Sirius Black,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp045
hp174,"Sirius Black, Printed Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp174
gen013,Skeleton Black with Evil Skull,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=gen013
gen014,Skeleton Sand Green with Black Legs and Black Head with Evil Skull,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=gen014
90398pb036,"Slytherin Student Statuette / Trophy #1, Nougat Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb036
90398pb037,"Slytherin Student Statuette / Trophy #2, Reddish Brown Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb037
90398pb038,"Slytherin Student Statuette / Trophy #3, Light Nougat Face",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb038
hp127,Stan Shunpike in Knight Bus Conductor Uniform,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp127
hp192,"Stan Shunpike in Knight Bus Conductor Uniform, Red Band on Hat",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp192
hp102,Statue - Gryffindor Knight,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp102
hp015,Statue - Gryffindor Knight with Visor,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp015
hp298,Statue - Hogwarts,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp298
hp204,Statue - Hogwarts Architect (Monochrome),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp204
hp052,Statue - Marauder's Map,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp052
hp199,Statue - Tom Riddle Grave,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp199
hp149,Susan Bones (Undetermined Hair Type),Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp149
hp149b,Susan Bones - Hard Plastic Hair,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp149b
hp149a,Susan Bones - Rubber Hair,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp149a
hp158,The Trolley Witch,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp158
hp163,Tina Goldstein,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp163
hp242,"Tom Riddle, Black Long Coat and Vest",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp242
hp311,"Tom Riddle, Black Long Hogwarts Coat and Vest, Light Bluish Gray Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp311
hp031,"Tom Riddle, Slytherin Torso, Light Gray Legs",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp031
hp023,Uncle Vernon Dursley,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp023
hp215,"Vernon Dursley, Medium Nougat Sweater",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp215
hp077,"Viktor Krum, Human Form",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp077
hp189,"Viktor Krum, Red Uniform",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp189
hp177,"Viktor Krum, Reddish Brown Jacket",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp177
hp068,"Viktor Krum, Shark Head",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp068
90398pb018,Voldemort Statuette / Trophy,Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=90398pb018
hp312,"Voldemort, 20th Anniversary Pearl Gold",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp312
hp069a,"Voldemort, Glow In Dark Opaque Head, Dark Bluish Gray Dementor Style Cape",Harry Potter,https://bricklink.com/v2/catalog/catalogitem.page?M=hp069a
